Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Income
50.0, Self-emp-inc,174855.0, HS-grad,9.0, Divorced,, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
61.0, Private,244933.0, HS-grad,9.0, Divorced, Sales, Not-in-family, Female,0.0,0.0,38.0, United-States,0.0
41.0, Private,304605.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, Canada,0.0
50.0, Private,171924.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,43.0, United-States,1.0
, Self-emp-not-inc,219897.0, Masters,14.0, Never-married, Prof-specialty,, Female,0.0,0.0,50.0, United-States,0.0
20.0, ?,71788.0, Some-college,, Never-married, ?,, Female,0.0,0.0,18.0, United-States,0.0
28.0, Private,, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, Female,0.0,0.0,, United-States,0.0
63.0, ?,, Prof-school,15.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,30.0, United-States,1.0
27.0, Private,, Bachelors,13.0,, Exec-managerial, Not-in-family, Male,0.0,0.0,45.0, United-States,0.0
59.0, State-gov,109567.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
52.0, Private,177995.0, 1st-4th,2.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,56.0, Mexico,0.0
55.0, Private,141807.0, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States,1.0
36.0, Private,67728.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,5013.0,0.0,40.0,,0.0
62.0, Federal-gov,258124.0, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband,,0.0,,, Italy,1.0
45.0, State-gov,, Masters,14.0, Divorced, Exec-managerial, Not-in-family, Male,0.0,0.0,45.0, United-States,1.0
34.0, Private,34848.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Male,4064.0,0.0,, United-States,0.0
75.0, Private,185603.0, 10th,6.0, Widowed, Tech-support, Not-in-family, Female,0.0,0.0,32.0, United-States,0.0
38.0, Private,23892.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife, Female,0.0,0.0,40.0, United-States,0.0
57.0, Private,199847.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,15024.0,0.0,60.0, United-States,1.0
27.0, Private,284741.0, Some-college,10.0, Never-married, Sales, Not-in-family,,0.0,0.0,30.0, United-States,0.0
35.0, Private,188888.0,,13.0,, Sales, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
45.0, Private,, HS-grad,9.0, Widowed, Craft-repair, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
52.0, Private,177487.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, United-States,0.0
42.0, Private,, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,,40.0,,0.0
22.0, Private,184813.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Male,,0.0,40.0, United-States,0.0
26.0, Private,224361.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
21.0, Private,379525.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Female,4416.0,0.0,24.0, United-States,0.0
, Private,, Some-college,,, Other-service, Own-child, Male,0.0,0.0,12.0, United-States,0.0
53.0, Self-emp-inc,290640.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,50.0, United-States,1.0
, Private,161007.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child,,0.0,0.0,30.0, United-States,0.0
36.0,,, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, United-States,0.0
44.0, Private,191814.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States,1.0
55.0, Private,76860.0, HS-grad,9.0, Married-civ-spouse, Other-service,, Male,0.0,0.0,40.0, Philippines,0.0
34.0, Private,144798.0, Some-college,10.0, Never-married, Adm-clerical,, Female,0.0,0.0,40.0, United-States,0.0
20.0, Private,361138.0, HS-grad,9.0, Never-married, Sales, Unmarried, Male,0.0,0.0,45.0, United-States,0.0
43.0, Private,162003.0, Some-college,10.0, Divorced, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
32.0, Private,204567.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,99999.0,,60.0, United-States,1.0
18.0, ?,79990.0, 11th,7.0, Never-married, ?, Own-child, Male,0.0,,, United-States,0.0
39.0, Private,, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,0.0,40.0, United-States,0.0
47.0, Private,138069.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,1.0
76.0, Self-emp-not-inc,33213.0, Masters,14.0,, Prof-specialty, Husband, Male,0.0,0.0,30.0, ?,0.0
66.0, Self-emp-inc,253741.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,1825.0,, United-States,1.0
24.0, Private,311311.0, Bachelors,13.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
35.0, Private,, HS-grad,9.0, Separated,, Unmarried, Female,0.0,0.0,32.0, United-States,0.0
18.0, Self-emp-inc,184920.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, Male,0.0,0.0,25.0, United-States,0.0
36.0, Private,83893.0,,10.0,, Exec-managerial, Husband, Male,,,40.0, United-States,1.0
54.0, Self-emp-not-inc,399705.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,55.0, United-States,1.0
46.0, Private,170850.0, Bachelors,13.0, Divorced, Machine-op-inspct, Not-in-family,,0.0,1590.0,40.0,,0.0
51.0, State-gov,,,11.0, Divorced,, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
81.0, Self-emp-not-inc,240414.0, Bachelors,13.0, Widowed, Farming-fishing, Not-in-family, Male,0.0,0.0,30.0, United-States,0.0
22.0, Private,91189.0, HS-grad,9.0, Never-married, Sales, Own-child, Male,0.0,0.0,40.0, United-States,0.0
36.0, ?,176458.0,,9.0, Divorced, ?, Unmarried, Female,0.0,0.0,28.0, United-States,0.0
24.0, Private,138768.0, Assoc-acdm,12.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,,,0.0
42.0, Self-emp-not-inc,184378.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,0.0
26.0, Private,376016.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Female,0.0,0.0,30.0, United-States,0.0
40.0, Private,33331.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,50.0, United-States,0.0
30.0, Private,147921.0,,11.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,,46.0, United-States,0.0
50.0, Private,175029.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,1.0
18.0,,, 11th,7.0, Never-married, Sales, Own-child, Male,0.0,0.0,13.0, United-States,0.0
17.0,,332666.0,,6.0, Never-married, ?, Own-child,,0.0,0.0,4.0, United-States,0.0
24.0, Private,200679.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, Male,0.0,0.0,50.0, United-States,0.0
27.0, Private,95108.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
, Local-gov,381153.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Male,15024.0,0.0,56.0, United-States,1.0
24.0, Self-emp-not-inc,83374.0, Some-college,10.0, Never-married,, Not-in-family, Male,,0.0,30.0, United-States,0.0
27.0, Private,174645.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child,,0.0,0.0,40.0, United-States,0.0
56.0, Self-emp-not-inc,285832.0, Masters,14.0, Married-civ-spouse, Sales, Wife, Female,0.0,0.0,70.0, United-States,0.0
43.0, Private,171087.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,5178.0,0.0,40.0, United-States,1.0
, Private,, HS-grad,9.0,, Other-service, Unmarried,,0.0,0.0,40.0, ?,0.0
34.0, Private,185408.0, Some-college,10.0, Never-married,, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
21.0, Private,316184.0, HS-grad,9.0, Never-married, Other-service, Other-relative, Male,0.0,0.0,40.0, United-States,0.0
90.0, Self-emp-not-inc,82628.0, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, Male,2964.0,0.0,12.0, United-States,0.0
28.0, Private,261725.0, HS-grad,9.0, Never-married, Other-service,,,0.0,0.0,40.0, Mexico,0.0
27.0, Private,110622.0, 5th-6th,3.0,, Sales, Own-child, Female,0.0,0.0,20.0, Vietnam,0.0
32.0, Private,27856.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
22.0, Private,201729.0, 9th,5.0, Never-married, Handlers-cleaners, Other-relative, Male,0.0,0.0,30.0, United-States,0.0
40.0, Private,118853.0, Bachelors,13.0, Married-civ-spouse,, Husband, Male,,0.0,60.0, United-States,1.0
40.0,,146653.0, Bachelors,, Divorced, Adm-clerical, Unmarried, Female,0.0,,20.0, United-States,0.0
19.0, Private,410632.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, Male,0.0,0.0,40.0, United-States,0.0
66.0, Private,366425.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, United-States,0.0
32.0, Private,84179.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Female,0.0,0.0,45.0, United-States,0.0
28.0, Self-emp-not-inc,,,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,70.0,,0.0
59.0, Private,279232.0,,6.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, Puerto-Rico,0.0
50.0, Private,174655.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,45.0, United-States,1.0
23.0, Private,105617.0, 9th,5.0, Never-married, Transport-moving, Own-child, Male,0.0,0.0,40.0, United-States,0.0
23.0, Private,271354.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,1902.0,50.0, United-States,0.0
53.0, Private,277772.0, HS-grad,9.0, Divorced, Handlers-cleaners, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
, Self-emp-not-inc,320194.0, Prof-school,15.0, Separated, Prof-specialty, Unmarried, Male,0.0,,48.0, United-States,1.0
24.0, Federal-gov,130534.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
55.0, Self-emp-not-inc,193374.0,,9.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
45.0, Private,187969.0, Assoc-voc,11.0, Never-married, Sales, Not-in-family, Female,0.0,0.0,38.0, United-States,0.0
32.0, Private,, Some-college,10.0,, Adm-clerical, Not-in-family, Female,4101.0,0.0,50.0, United-States,0.0
31.0, Local-gov,226525.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,51.0, United-States,1.0
43.0, Private,218558.0, Bachelors,13.0, Married-spouse-absent, Prof-specialty, Not-in-family, Male,,0.0,40.0, United-States,0.0
35.0, Private,433682.0, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
24.0, Private,213427.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
25.0, Private,169759.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,95.0, United-States,0.0
, Local-gov,181902.0, Masters,14.0, Married-civ-spouse,, Husband,,0.0,0.0,, Poland,1.0
47.0, State-gov,187581.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,48.0, United-States,1.0
40.0,,303291.0, Some-college,10.0, Married-civ-spouse,,, Female,0.0,0.0,35.0,,0.0
49.0, Private,168262.0, 10th,6.0, Divorced, Other-service, Not-in-family, Male,,0.0,48.0, United-States,0.0
53.0, Private,58535.0, HS-grad,9.0, Divorced, Sales, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
55.0, Self-emp-not-inc,26683.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,60.0, United-States,0.0
30.0,,94413.0, Some-college,10.0, Divorced, Transport-moving,, Male,0.0,0.0,30.0,,0.0
43.0, Local-gov,114859.0, Some-college,10.0,, Transport-moving, Husband, Male,0.0,0.0,17.0, United-States,0.0
29.0, ?,19793.0, Some-college,10.0, Divorced, ?, Unmarried,,0.0,0.0,8.0, United-States,0.0
29.0, Self-emp-not-inc,169544.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband,,5178.0,0.0,40.0, United-States,0.0
34.0, State-gov,334422.0, Some-college,10.0, Divorced, Protective-serv, Unmarried, Male,0.0,0.0,47.0, United-States,0.0
34.0, Private,221167.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,,40.0,,1.0
60.0, Self-emp-not-inc,135285.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,, United-States,1.0
52.0, Private,191529.0, Bachelors,13.0,, Farming-fishing, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
36.0, Private,126675.0, 11th,7.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,1579.0,40.0, United-States,0.0
63.0, Private,28334.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
22.0, Private,166371.0, Some-college,10.0, Never-married, Craft-repair, Own-child, Male,0.0,0.0,40.0, United-States,0.0
29.0, Private,150717.0, Assoc-voc,, Never-married, Exec-managerial, Not-in-family, Male,,0.0,40.0, United-States,0.0
29.0, State-gov,133846.0, Some-college,10.0, Never-married, Other-service, Own-child, Female,0.0,0.0,40.0, United-States,0.0
21.0, Private,227986.0, HS-grad,9.0,, Machine-op-inspct, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
36.0, Private,354078.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty,, Male,0.0,0.0,60.0,,1.0
56.0, Private,314149.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,50.0, United-States,1.0
71.0, Self-emp-not-inc,157845.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,20.0, United-States,0.0
46.0, Private,67001.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,1.0
32.0, Private,419691.0, 12th,8.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States,0.0
78.0, Self-emp-inc,188044.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,,2392.0,40.0, United-States,1.0
34.0, Private,509364.0, HS-grad,9.0,, Machine-op-inspct, Not-in-family, Male,0.0,0.0,30.0, United-States,0.0
35.0, Private,168322.0, 11th,7.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,40.0, United-States,0.0
18.0, Private,165532.0, 12th,8.0, Never-married, Other-service, Own-child, Male,0.0,0.0,, United-States,0.0
42.0, Private,234508.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,1.0
,,, Some-college,10.0, Never-married, Adm-clerical, Own-child, Female,0.0,,12.0,,0.0
43.0, Local-gov,147328.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,1977.0,60.0, United-States,1.0
34.0, Private,, HS-grad,9.0, Separated, Adm-clerical, Unmarried, Female,7443.0,0.0,35.0, United-States,0.0
, Private,247819.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,5.0, United-States,1.0
48.0, Private,138342.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,1485.0,55.0, United-States,0.0
, Private,138504.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Female,0.0,0.0,, United-States,0.0
25.0, Private,397317.0, Assoc-acdm,12.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
30.0, Self-emp-inc,84119.0, Bachelors,13.0, Never-married,, Own-child, Male,0.0,0.0,, United-States,0.0
18.0, Private,178759.0, Some-college,10.0, Never-married, Sales, Own-child, Female,0.0,0.0,15.0, United-States,0.0
73.0, Self-emp-not-inc,336007.0,,9.0, Married-civ-spouse, Sales, Husband, Male,,0.0,40.0, United-States,0.0
38.0,,312271.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,50.0, United-States,1.0
48.0, Private,101684.0, HS-grad,9.0, Married-civ-spouse,, Husband, Male,0.0,0.0,40.0, United-States,0.0
19.0, Private,355477.0, HS-grad,9.0, Never-married, Other-service, Own-child, Male,0.0,0.0,25.0, United-States,0.0
67.0, ?,201657.0, Bachelors,13.0, Divorced, ?,, Female,0.0,0.0,60.0,,0.0
25.0, Private,122175.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,40.0, United-States,0.0
41.0, Self-emp-inc,64506.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,50.0, United-States,0.0
33.0, Private,157446.0, 11th,7.0, Never-married, Craft-repair, Not-in-family, Male,0.0,0.0,65.0, United-States,0.0
33.0, Private,104525.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,,0.0,40.0, United-States,0.0
31.0, Private,179186.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,90.0, United-States,1.0
17.0, ?,35603.0, 11th,7.0, Never-married, ?, Own-child, Female,0.0,0.0,16.0, United-States,0.0
28.0, Self-emp-not-inc,125442.0, HS-grad,9.0, Divorced, Craft-repair, Own-child, Male,0.0,0.0,40.0, United-States,0.0
22.0, ?,52596.0, Some-college,10.0, Never-married, ?, Own-child, Male,0.0,0.0,15.0, ?,0.0
47.0, Private,203505.0, Doctorate,16.0, Never-married, Prof-specialty, Own-child, Female,0.0,0.0,23.0, United-States,0.0
40.0, Private,202692.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,35.0, United-States,0.0
48.0, Private,206357.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,44.0, United-States,0.0
24.0, Private,, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child,,0.0,0.0,40.0,,0.0
, Private,70076.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, Female,0.0,0.0,40.0, United-States,0.0
47.0, Private,296066.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, Male,,0.0,40.0, United-States,1.0
23.0, Private,133582.0, 1st-4th,2.0, Never-married, Farming-fishing, Not-in-family, Male,0.0,,36.0, Mexico,0.0
49.0,,196571.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,,45.0,,1.0
23.0, Private,219535.0, HS-grad,9.0, Never-married,, Own-child, Male,0.0,0.0,40.0, United-States,0.0
32.0, Private,165226.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
59.0, Private,243226.0, 10th,6.0, Divorced, Machine-op-inspct, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
35.0,,287658.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Male,0.0,0.0,40.0, United-States,0.0
43.0, Private,190403.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, United-States,0.0
26.0, Private,381618.0, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States,0.0
34.0, Local-gov,255098.0, Bachelors,, Divorced, Prof-specialty,,,0.0,0.0,, United-States,0.0
45.0, Federal-gov,87207.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,0.0,37.0, United-States,1.0
30.0, Private,221043.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,35.0, United-States,0.0
35.0, Private,203628.0, Masters,14.0,, Prof-specialty, Not-in-family, Male,0.0,0.0,60.0, United-States,1.0
39.0, State-gov,99156.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,50.0, United-States,1.0
42.0, Private,197522.0,,10.0, Separated, Machine-op-inspct, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
34.0, Private,163581.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Male,10520.0,0.0,40.0, Puerto-Rico,0.0
43.0, Local-gov,160574.0, Bachelors,13.0,, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,1.0
43.0, Private,269015.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,,0.0,40.0, Germany,0.0
24.0, Private,227610.0, 10th,6.0,, Handlers-cleaners, Unmarried,,0.0,,58.0,,0.0
54.0,,31533.0, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband, Male,7298.0,0.0,40.0, United-States,1.0
24.0, Private,99697.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Female,0.0,0.0,40.0, United-States,0.0
45.0, Local-gov,175958.0, 9th,5.0, Never-married, Other-service, Own-child, Male,0.0,0.0,,,0.0
52.0, Self-emp-inc,230919.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,60.0, United-States,1.0
31.0, Private,, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
39.0,,, Masters,14.0, Never-married, Adm-clerical, Not-in-family, Male,0.0,0.0,40.0, ?,0.0
, Private,142081.0, HS-grad,9.0, Married-civ-spouse,, Wife, Female,0.0,0.0,40.0, Mexico,0.0
64.0, Local-gov,182866.0, HS-grad,, Widowed, Other-service, Unmarried, Female,0.0,0.0,40.0, United-States,0.0
, Private,, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, Male,0.0,0.0,40.0,,0.0
28.0, Private,164575.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States,0.0
67.0, Local-gov,342175.0, Masters,14.0, Divorced, Adm-clerical, Not-in-family, Female,2009.0,,40.0, United-States,0.0
49.0, Private,131918.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,50.0, United-States,1.0
43.0,,337469.0,,10.0, Divorced, Adm-clerical,, Female,594.0,0.0,, Mexico,0.0
47.0, Private,94342.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,16.0, United-States,0.0
22.0,,324637.0, Some-college,10.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,42.0, United-States,0.0
21.0, Private,270043.0, Some-college,10.0, Never-married, Tech-support, Own-child, Female,0.0,0.0,25.0, United-States,0.0
56.0, Self-emp-not-inc,108496.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
42.0, Self-emp-not-inc,104118.0,,10.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0,,0.0
47.0, Federal-gov,20956.0, Bachelors,, Married-civ-spouse, Craft-repair, Husband,,0.0,1740.0,40.0, United-States,1.0
29.0, Private,189346.0, HS-grad,9.0, Never-married, Transport-moving, Unmarried, Male,0.0,0.0,40.0, United-States,0.0
36.0, Private,194630.0, Some-college,10.0, Divorced, Sales, Unmarried, Female,,0.0,40.0, United-States,0.0
57.0, Private,156040.0, 5th-6th,3.0, Separated, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
50.0, Self-emp-not-inc,98180.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Male,99999.0,0.0,45.0, United-States,0.0
41.0, Private,212027.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States,0.0
17.0, Private,95799.0, 11th,7.0, Never-married, Sales, Own-child, Female,0.0,0.0,, United-States,0.0
, ?,148769.0, HS-grad,9.0, Never-married, ?, Own-child, Male,0.0,0.0,40.0, United-States,0.0
20.0, Private,147344.0, Some-college,10.0,, Handlers-cleaners, Own-child, Male,0.0,0.0,20.0, United-States,0.0
67.0, Private,, HS-grad,9.0, Never-married,, Not-in-family, Female,,0.0,35.0, United-States,0.0
23.0,,60331.0, Some-college,,, Transport-moving, Not-in-family, Male,0.0,0.0,, United-States,0.0
43.0, Self-emp-not-inc,160369.0, 10th,6.0, Divorced, Farming-fishing, Unmarried, Male,0.0,0.0,25.0, United-States,0.0
17.0,,100828.0, Some-college,10.0,,, Own-child, Male,0.0,0.0,,,0.0
22.0, Private,162343.0, Some-college,10.0, Never-married, Other-service, Other-relative, Male,0.0,0.0,20.0, United-States,0.0
60.0, ?,,,9.0, Divorced, ?, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
30.0, Private,204374.0, Bachelors,13.0, Never-married, Sales, Not-in-family, Male,0.0,1741.0,48.0, United-States,0.0
, Private,206903.0, Bachelors,13.0, Never-married, Handlers-cleaners,, Male,0.0,0.0,35.0, United-States,0.0
47.0, Private,436770.0, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,,40.0,,0.0
41.0, Private,48087.0, 7th-8th,4.0, Divorced, Craft-repair, Not-in-family,,0.0,1590.0,40.0, United-States,0.0
35.0, Private,, HS-grad,9.0,, Craft-repair, Unmarried, Male,0.0,0.0,50.0, United-States,0.0
22.0, Private,187703.0, Assoc-voc,11.0, Never-married, Other-service, Other-relative, Male,0.0,0.0,40.0, Guatemala,0.0
28.0, Private,114158.0, Some-college,, Never-married,, Own-child, Female,0.0,0.0,, United-States,0.0
24.0, Private,183751.0, 11th,7.0,, Craft-repair,,,0.0,0.0,65.0, United-States,0.0
,,23510.0, Masters,14.0, Divorced, Exec-managerial, Unmarried, Male,0.0,2201.0,60.0, India,0.0
34.0, Private,152493.0, HS-grad,9.0, Divorced, Transport-moving, Unmarried, Male,0.0,0.0,60.0, United-States,0.0
25.0, Private,336440.0, Some-college,10.0, Never-married, Other-service, Not-in-family, Male,0.0,0.0,40.0, United-States,0.0
33.0, Private,206707.0, HS-grad,9.0, Divorced, Craft-repair, Own-child, Male,0.0,0.0,40.0, United-States,0.0
32.0, Private,185027.0, Some-college,10.0,, Sales, Husband,,0.0,,, United-States,0.0
29.0, Private,176027.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,40.0, United-States,0.0
49.0, Private,390746.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,1672.0,45.0, Ireland,1.0
49.0, Local-gov,97176.0, HS-grad,9.0, Widowed, Other-service, Not-in-family, Female,0.0,0.0,47.0, United-States,0.0
40.0, Private,121492.0, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,48.0, United-States,0.0
34.0, Private,97723.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States,1.0
55.0, Private,308118.0, Bachelors,13.0, Widowed, Machine-op-inspct, Unmarried, Female,0.0,0.0,40.0, ?,0.0
51.0, Local-gov,156003.0, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, Male,,0.0,40.0, United-States,0.0
